INDEX	PLAYER	TEAM	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF	POSITION	YEAR	BB	IBB	HBP	SO	GDP	SLG	OBP	OPS	MH	RISP	PH-BA	XBH	GO	AO	GO/AO	GW/RBI	BB/K	P/PA	ISOP	XR	GPA
7	정수성	넥센	0.238	8	24	21	3	5	0	0	0	5	0	2	0	Outfielder	2010	1	0	0	8	0	0.238	0.273	0.511	0	0.2	0	0	6	2	3	0	0.13	4.38	0	1.6	0.182
8	오윤	넥센	0.18	37	69	61	6	11	3	0	1	17	4	0	0	Outfielder	2010	8	0	0	16	2	0.279	0.275	0.554	0	0.111	0.091	4	18	16	1.13	0	0.5	3.99	0.098	4.1	0.194
9	조재호	넥센	0.121	46	36	33	6	4	0	0	0	4	4	0	0	Outfielder	2010	2	0	1	9	0	0.121	0.194	0.315	0	0.231	0.222	0	11	9	1.22	0	0.22	3.69	0	0.3	0.118
1	양의지	두산	0.267	127	430	374	48	100	14	1	20	176	68	5	3	Catcher	2010	40	1	8	68	12	0.471	0.348	0.819	27	0.292	0	35	107	102	1.05	0	0.59	3.74	0.203	60.7	0.274
2	이성열	두산	0.263	129	484	419	77	110	27	1	24	211	86	9	3	Catcher	2010	40	0	13	136	6	0.504	0.343	0.847	29	0.273	0	52	81	95	0.85	0	0.29	3.89	0.241	72.5	0.28
3	최승환	두산	0.25	42	49	44	5	11	2	0	0	13	5	1	1	Catcher	2010	3	0	0	8	1	0.295	0.292	0.587	1	0.273	0	2	14	12	1.17	0	0.38	3.37	0.045	4	0.205
4	용덕한	두산	0.136	43	52	44	7	6	2	0	0	8	0	2	0	Catcher	2010	3	0	3	12	1	0.182	0.24	0.422	1	0	0	2	18	8	2.25	0	0.25	3.79	0.045	1.7	0.154
1	김동길	두산	0.4	8	5	5	2	2	1	1	0	5	1	0	0	Infielder	2010	0	0	0	3	0	1	0.4	1.4	0	0	0	2	0	0	-	0	0	3.8	0.6	1.5	0.43
2	최준석	두산	0.321	127	482	424	63	136	26	1	22	230	82	1	2	Infielder	2010	50	5	5	83	17	0.542	0.397	0.939	38	0.342	0.5	49	108	99	1.09	0	0.6	4.18	0.222	79.5	0.314
3	이두환	두산	0.32	13	30	25	2	8	1	0	1	12	6	0	2	Infielder	2010	2	0	1	7	0	0.48	0.367	0.847	0	0.3	0.286	2	3	9	0.33	0	0.29	3.6	0.16	5.5	0.285
4	김동주	두산	0.295	110	470	387	60	114	22	0	20	196	67	1	5	Infielder	2010	67	4	10	45	15	0.506	0.407	0.913	31	0.219	0	42	102	131	0.78	0	1.49	3.89	0.212	77.6	0.31
5	오재원	두산	0.276	123	421	384	59	106	17	3	0	129	37	2	2	Infielder	2010	29	1	4	76	5	0.336	0.332	0.668	24	0.246	0	20	125	79	1.58	0	0.38	3.69	0.06	45.9	0.233
6	손시헌	두산	0.273	128	499	433	51	118	19	1	8	163	62	10	3	Infielder	2010	46	2	7	64	12	0.376	0.35	0.726	30	0.339	0.333	28	139	115	1.21	0	0.72	3.5	0.104	56.6	0.252
7	이원석	두산	0.268	104	330	291	36	78	14	4	8	124	49	7	2	Infielder	2010	26	1	4	44	5	0.426	0.334	0.76	18	0.263	0.333	26	74	97	0.76	0	0.59	3.69	0.158	40.4	0.257
8	김재호	두산	0.224	83	102	85	11	19	3	1	0	24	8	2	0	Infielder	2010	14	0	1	15	3	0.282	0.34	0.622	4	0.211	0	4	25	26	0.96	0	0.93	3.99	0.059	9.3	0.224
9	고영민	두산	0.205	100	344	293	53	60	10	1	6	90	35	2	1	Infielder	2010	34	1	14	67	4	0.307	0.316	0.623	11	0.195	0	17	86	81	1.06	0	0.51	3.88	0.102	33.1	0.219
1	정수빈	두산	0.322	76	156	143	35	46	8	6	1	69	19	1	2	Outfielder	2010	10	0	0	25	2	0.483	0.361	0.844	10	0.325	0.5	15	38	36	1.06	0	0.4	3.83	0.161	24.8	0.283
2	김현수	두산	0.317	132	565	473	88	150	29	0	24	251	89	0	8	Outfielder	2010	78	6	6	64	9	0.531	0.414	0.945	45	0.309	0	53	134	133	1.01	0	1.22	3.84	0.214	100.2	0.319
3	이종욱	두산	0.312	114	471	413	66	129	16	2	5	164	45	6	3	Outfielder	2010	45	1	4	46	3	0.397	0.383	0.78	41	0.359	0	23	135	106	1.27	0	0.98	3.85	0.085	65.9	0.272
4	임재철	두산	0.292	96	173	130	27	38	5	2	3	56	18	3	1	Outfielder	2010	31	2	8	28	2	0.431	0.453	0.884	4	0.353	0.286	10	31	34	0.91	0	1.11	4.38	0.138	28.6	0.312
5	민병헌	두산	0.286	64	80	70	23	20	2	1	0	24	4	1	0	Outfielder	2010	9	2	0	14	0	0.343	0.367	0.71	7	0.3	0	3	19	17	1.12	0	0.64	3.8	0.057	10	0.251
6	유재웅	두산	0.258	53	105	97	17	25	6	0	7	52	25	1	0	Outfielder	2010	6	1	1	27	0	0.536	0.308	0.844	3	0.188	0.2	13	25	20	1.25	0	0.22	3.97	0.278	16	0.273
7	오현근	두산	0	3	2	2	1	0	0	0	0	0	0	0	0	Outfielder	2010	0	0	0	0	0	0	0	0	0	0	0	0	2	0	-	0	-	3.5	0	-0.2	0
1	변용선	롯데	0.333	3	3	3	1	1	0	0	0	1	1	0	0	Catcher	2010	0	0	0	1	0	0.333	0.333	0.666	0	0.5	0.5	0	1	0	-	0	0	2.67	0	0.3	0.233
2	강민호	롯데	0.305	117	465	410	66	125	19	1	23	215	72	0	5	Catcher	2010	42	1	8	65	16	0.524	0.376	0.9	33	0.366	0	43	102	123	0.83	0	0.65	3.82	0.22	73.6	0.3
3	장성우	롯데	0.18	61	108	100	5	18	4	0	1	25	7	2	0	Catcher	2010	6	0	0	27	0	0.25	0.226	0.476	3	0.222	0.125	5	23	32	0.72	0	0.22	3.82	0.07	5	0.164
1	이대호	롯데	0.364	127	552	478	99	174	13	0	44	319	133	0	3	Infielder	2010	61	6	10	77	15	0.667	0.444	1.111	51	0.426	0	57	96	134	0.72	0	0.79	3.77	0.303	121.8	0.367
2	조성환	롯데	0.336	111	458	414	83	139	31	0	8	194	52	2	3	Infielder	2010	35	1	4	58	8	0.469	0.39	0.859	44	0.324	0	39	116	104	1.12	0	0.6	3.77	0.133	70.8	0.293
3	정보명	롯데	0.289	30	86	76	6	22	5	1	0	29	9	1	1	Infielder	2010	8	0	0	15	1	0.382	0.353	0.735	6	0.25	0	6	26	14	1.86	0	0.53	3.56	0.092	10.1	0.254
4	박종윤	롯데	0.257	110	322	307	32	79	17	2	8	124	51	1	2	Infielder	2010	10	0	2	49	12	0.404	0.283	0.687	19	0.319	0.25	27	93	88	1.06	0	0.2	3.6	0.147	31	0.228
5	문규현	롯데	0.237	80	201	173	18	41	8	0	3	58	16	6	3	Infielder	2010	15	1	4	40	3	0.335	0.308	0.643	9	0.184	0	11	50	45	1.11	0	0.38	3.91	0.098	19.5	0.222
6	황재균	롯데	0.225	94	353	306	41	69	14	3	6	107	40	6	4	Infielder	2010	32	0	4	73	10	0.35	0.303	0.653	18	0.291	0	23	94	74	1.27	0	0.44	3.81	0.124	34.2	0.224
7	박기혁	롯데	0.216	48	166	153	10	33	3	0	0	36	13	5	1	Infielder	2010	6	0	1	18	5	0.235	0.248	0.483	7	0.219	0	3	61	42	1.45	0	0.33	3.4	0.02	7.7	0.17
8	정훈	롯데	0.156	29	50	45	6	7	1	0	1	11	2	2	0	Infielder	2010	1	0	2	18	0	0.244	0.208	0.452	1	0	0	2	12	8	1.5	0	0.06	3.86	0.089	2.2	0.155
9	박준서	롯데	0.122	22	56	49	4	6	2	0	0	8	1	3	0	Infielder	2010	3	0	1	10	1	0.163	0.189	0.352	1	0.063	0	2	17	16	1.06	0	0.3	3.79	0.041	0.8	0.126
10	양종민	롯데	0.111	7	10	9	0	1	1	0	0	2	3	0	0	Infielder	2010	1	0	0	3	0	0.222	0.2	0.422	0	0.333	0	1	3	2	1.5	0	0.33	4	0.111	0.3	0.146
1	홍성흔	롯데	0.35	111	498	431	88	151	28	1	26	259	116	1	5	Outfielder	2010	54	3	7	49	18	0.601	0.427	1.028	54	0.438	0	55	110	126	0.87	0	1.1	3.8	0.251	96.5	0.342
2	손아섭	롯데	0.306	121	487	422	85	129	23	0	11	185	47	9	5	Outfielder	2010	50	0	1	82	2	0.438	0.377	0.815	37	0.309	0.1	34	132	84	1.57	0	0.61	3.98	0.133	72.1	0.279
3	전준우	롯데	0.289	114	394	350	56	101	14	2	19	176	57	5	5	Outfielder	2010	26	0	8	89	7	0.503	0.347	0.85	28	0.289	0.25	35	82	83	0.99	0	0.29	3.82	0.214	61.1	0.282
4	김주찬	롯데	0.276	118	535	485	89	134	18	4	9	187	40	11	3	Outfielder	2010	31	1	5	65	5	0.386	0.324	0.71	40	0.294	0	31	135	154	0.88	0	0.48	3.41	0.109	66.9	0.242
5	가르시아	롯데	0.252	118	485	429	73	108	16	1	26	204	83	0	5	Outfielder	2010	49	1	2	123	4	0.476	0.328	0.804	31	0.248	0	43	104	99	1.05	0	0.4	3.87	0.224	70.8	0.267
6	이승화	롯데	0.244	92	90	82	13	20	4	1	0	26	9	2	0	Outfielder	2010	2	0	4	16	0	0.317	0.295	0.612	4	0.348	0.375	5	28	18	1.56	0	0.13	3.31	0.073	7.9	0.212
7	황성용	롯데	0.097	44	33	31	6	3	1	0	0	4	0	0	0	Outfielder	2010	1	0	1	11	1	0.129	0.152	0.281	1	0	0.091	1	9	8	1.13	0	0.09	3.88	0.032	0	0.101
8	박정준	롯데	0	2	1	1	0	0	0	0	0	0	0	0	0	Outfielder	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	4	0	-0.1	0
8	이인구	롯데	0	5	2	2	1	0	0	0	0	0	0	0	0	Outfielder	2010	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-	0	0	4	0	-0.2	0
1	채상병	삼성	0.355	17	34	31	5	11	2	0	1	16	5	0	1	Catcher	2010	1	0	1	6	0	0.516	0.382	0.898	4	0.364	0.333	3	6	9	0.67	0	0.17	3.47	0.161	6.1	0.301
2	진갑용	삼성	0.263	100	320	259	36	68	8	0	10	106	28	13	1	Catcher	2010	45	2	2	57	7	0.409	0.375	0.784	19	0.187	0	18	69	66	1.05	0	0.79	3.99	0.147	41.6	0.271
3	이정식	삼성	0.258	50	104	93	12	24	3	0	1	30	7	5	0	Catcher	2010	6	0	0	22	4	0.323	0.303	0.626	4	0.115	0.25	4	34	13	2.62	0	0.27	3.86	0.065	8.3	0.217
4	현재윤	삼성	0.192	53	92	78	4	15	1	0	1	19	7	3	0	Catcher	2010	10	1	1	14	2	0.244	0.292	0.536	2	0.208	0	2	24	25	0.96	0	0.71	3.7	0.051	5.8	0.192
1	박석민	삼성	0.303	112	457	356	58	108	18	0	15	171	64	5	5	Infielder	2010	76	4	15	84	14	0.48	0.44	0.92	26	0.33	0	33	85	84	1.01	0	0.9	4.42	0.177	76.4	0.318
2	조동찬	삼성	0.292	95	377	332	61	97	20	2	9	148	51	9	1	Infielder	2010	28	2	7	75	3	0.446	0.359	0.805	26	0.289	0.333	31	77	84	0.92	0	0.37	3.84	0.154	56.4	0.273
3	채태인	삼성	0.292	102	396	356	48	104	13	0	14	159	54	2	3	Infielder	2010	33	3	2	94	6	0.447	0.353	0.8	26	0.294	0	27	89	72	1.24	0	0.35	3.92	0.154	54.2	0.271
4	신명철	삼성	0.28	125	476	397	56	111	22	1	9	162	57	13	6	Infielder	2010	56	2	4	82	14	0.408	0.369	0.777	28	0.264	0.167	32	101	109	0.93	0	0.68	3.81	0.128	61.4	0.268
5	조영훈	삼성	0.275	67	159	138	22	38	6	1	6	64	17	3	2	Infielder	2010	15	2	1	36	1	0.464	0.346	0.81	8	0.136	0.231	13	32	34	0.94	0	0.42	3.81	0.188	23.4	0.272
6	강명구	삼성	0.27	55	70	63	17	17	5	0	0	22	9	4	0	Infielder	2010	2	1	1	10	3	0.349	0.303	0.652	1	0.24	0.385	5	23	13	1.77	0	0.2	3.47	0.079	5.7	0.224
7	김상수	삼성	0.245	101	338	282	37	69	7	3	0	82	22	12	1	Infielder	2010	31	0	12	45	10	0.291	0.344	0.635	22	0.241	0	10	101	68	1.49	0	0.69	3.67	0.046	33.4	0.228
8	박진만	삼성	0.237	46	161	131	14	31	5	1	1	41	14	3	2	Infielder	2010	24	0	1	27	1	0.313	0.354	0.667	6	0.179	0	7	29	46	0.63	0	0.89	3.96	0.076	17.4	0.238
9	손주인	삼성	0.192	27	32	26	2	5	3	0	0	8	3	2	0	Infielder	2010	3	1	1	4	0	0.308	0.3	0.608	0	0.286	0.5	3	10	7	1.43	0	0.75	3.25	0.115	2.3	0.212
10	임익준	삼성	0.175	64	67	63	10	11	0	0	0	11	5	3	1	Infielder	2010	0	0	0	16	3	0.175	0.172	0.347	4	0.125	0	0	25	12	2.08	0	0	3.36	0	-0.2	0.121
1	박한이	삼성	0.301	128	470	379	64	114	21	2	11	172	63	10	5	Outfielder	2010	73	2	3	54	10	0.454	0.413	0.867	30	0.313	0.4	34	143	73	1.96	0	1.35	4.08	0.153	72.6	0.299
2	배영섭	삼성	0.292	11	26	24	5	7	2	0	0	9	3	0	0	Outfielder	2010	2	0	0	6	1	0.375	0.346	0.721	2	0.25	0.333	2	9	2	4.5	0	0.33	3.81	0.083	2.9	0.249
3	최형우	삼성	0.279	121	506	420	71	117	29	1	24	220	97	2	5	Outfielder	2010	71	5	8	91	13	0.524	0.389	0.913	26	0.309	0.5	54	98	119	0.82	0	0.78	4.27	0.245	84.2	0.306
4	이영욱	삼성	0.272	120	479	408	68	111	19	2	4	146	42	9	4	Outfielder	2010	51	2	7	86	4	0.358	0.36	0.718	32	0.26	1	25	141	74	1.91	0	0.59	3.68	0.086	59.8	0.252
5	오정복	삼성	0.271	100	263	221	39	60	10	1	7	93	36	9	4	Outfielder	2010	25	0	4	40	4	0.421	0.35	0.771	15	0.313	0.318	18	54	71	0.76	0	0.63	3.88	0.149	33.6	0.263
6	양준혁	삼성	0.239	64	175	142	10	34	6	0	1	43	20	0	2	Outfielder	2010	28	2	3	20	3	0.303	0.371	0.674	8	0.297	0.24	7	48	42	1.14	0	1.4	3.59	0.063	19.1	0.243
7	강봉규	삼성	0.237	89	279	232	38	55	12	0	4	79	26	4	1	Outfielder	2010	40	0	2	44	8	0.341	0.353	0.694	12	0.25	0.1	16	81	53	1.53	0	0.91	4.11	0.103	30.9	0.244
8	정형식	삼성	0	7	3	2	3	0	0	0	0	0	0	0	0	Outfielder	2010	1	0	0	2	0	0	0.333	0.333	0	0	0	0	0	0	-	0	0.5	5.33	0	-0.2	0.15
8	허승민	삼성	0	14	3	3	1	0	0	0	0	0	0	0	0	Outfielder	2010	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0.1	0
1	이도형	한화	0.291	27	96	86	8	25	2	0	4	39	13	0	1	Catcher	2010	7	0	2	11	0	0.453	0.354	0.807	7	0.333	0	6	25	26	0.96	0	0.64	3.9	0.163	14.6	0.273
2	신경현	한화	0.249	119	292	253	29	63	13	0	10	106	40	9	3	Catcher	2010	27	1	0	54	10	0.419	0.318	0.737	10	0.244	0.083	23	89	50	1.78	0	0.5	3.94	0.17	32.6	0.248
3	박노민	한화	0.189	21	39	37	3	7	3	0	1	13	2	0	0	Catcher	2010	1	0	1	16	1	0.351	0.231	0.582	2	0	0	4	10	4	2.5	0	0.06	4.1	0.162	2.6	0.192
4	이희근	한화	0.184	82	158	136	14	25	1	0	0	26	12	5	1	Catcher	2010	10	0	6	33	6	0.191	0.268	0.459	4	0.263	0	1	48	31	1.55	0	0.3	3.82	0.007	6	0.168
5	이성호	한화	0	5	6	5	0	0	0	0	0	0	0	0	0	Catcher	2010	1	0	0	2	0	0	0.167	0.167	0	0	0	0	2	1	2	0	0.5	4.17	0	-0.1	0.075
1	김강	한화	0.417	14	26	24	2	10	2	0	0	12	4	0	0	Infielder	2010	2	0	0	4	1	0.5	0.462	0.962	1	0.222	0.2	2	7	3	2.33	0	0.5	3.5	0.083	4.5	0.333
2	정원석	한화	0.3	118	428	353	39	106	20	3	7	153	42	11	8	Infielder	2010	40	2	16	73	12	0.433	0.388	0.821	25	0.278	1	30	105	77	1.36	0	0.55	3.77	0.133	60.2	0.283
3	김태완	한화	0.265	116	473	370	62	98	13	0	15	156	62	0	2	Infielder	2010	86	3	13	99	9	0.422	0.418	0.84	21	0.313	0	28	79	96	0.82	0	0.87	4.21	0.157	70.8	0.294
4	송광민	한화	0.259	77	291	263	30	68	11	0	6	97	34	3	2	Infielder	2010	21	1	2	68	5	0.369	0.316	0.685	18	0.295	0.333	17	75	54	1.39	0	0.31	3.76	0.11	30.1	0.234
5	장성호	한화	0.245	74	279	237	34	58	8	0	4	78	29	3	2	Infielder	2010	35	1	2	35	9	0.329	0.344	0.673	13	0.311	0	12	76	70	1.09	0	1	4.26	0.084	27.5	0.237
6	이대수	한화	0.232	125	416	375	33	87	13	1	7	123	37	6	3	Infielder	2010	26	0	6	57	4	0.328	0.29	0.618	22	0.28	0	21	116	118	0.98	0	0.46	3.74	0.096	36.9	0.213
7	손지환	한화	0.22	25	65	59	6	13	3	0	1	19	3	1	0	Infielder	2010	2	0	3	5	1	0.322	0.281	0.603	2	0.1	0	4	13	28	0.46	0	0.4	3.54	0.102	4.7	0.207
8	이여상	한화	0.214	14	15	14	0	3	1	0	0	4	3	0	0	Infielder	2010	1	0	0	6	0	0.286	0.267	0.553	1	0.333	0.143	1	2	3	0.67	0	0.17	4.13	0.071	1	0.192
9	전현태	한화	0.205	100	185	156	34	32	3	0	5	50	21	2	1	Infielder	2010	26	0	0	52	0	0.321	0.317	0.638	3	0.25	0	8	43	30	1.43	0	0.5	4.08	0.115	21	0.223
10	오선진	한화	0.199	108	240	221	24	44	5	0	0	49	14	5	0	Infielder	2010	12	0	2	57	7	0.222	0.247	0.469	8	0.222	0.125	5	75	45	1.67	0	0.21	3.91	0.023	9.7	0.167
11	한윤섭	한화	0.167	30	28	24	3	4	1	1	0	7	2	1	0	Infielder	2010	3	0	0	4	1	0.292	0.259	0.551	0	0.333	0.333	2	10	6	1.67	0	0.75	4.04	0.125	2	0.19
12	김강석	한화	0	3	2	2	0	0	0	0	0	0	0	0	0	Infielder	2010	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3.5	0	-0.2	0
12	김회성	한화	0	11	19	17	0	0	0	0	0	0	0	0	0	Infielder	2010	2	0	0	7	1	0	0.105	0.105	0	0	0	0	7	3	2.33	0	0.29	4.26	0	-1.3	0.047
1	정희상	한화	0.266	29	74	64	7	17	2	1	0	21	6	1	0	Outfielder	2010	9	0	0	22	0	0.328	0.356	0.684	4	0.238	0	3	10	15	0.67	0	0.41	4.42	0.063	8.7	0.242
2	정현석	한화	0.262	114	227	202	20	53	10	0	4	75	24	6	1	Outfielder	2010	15	0	3	28	4	0.371	0.321	0.692	9	0.25	0.306	14	66	56	1.18	0	0.54	3.7	0.109	23.7	0.237
3	최진행	한화	0.261	129	524	464	66	121	22	0	32	239	92	2	2	Outfielder	2010	47	1	9	131	15	0.515	0.339	0.854	31	0.301	0	54	108	106	1.02	0	0.36	3.9	0.254	77.3	0.281
4	김경언	한화	0.253	50	184	158	19	40	7	2	0	51	11	2	1	Outfielder	2010	23	1	0	29	2	0.323	0.346	0.669	9	0.3	0.125	9	46	44	1.05	0	0.79	4.16	0.07	19.4	0.236
5	강동우	한화	0.252	98	363	309	45	78	8	1	4	100	22	6	3	Outfielder	2010	43	0	1	33	10	0.324	0.343	0.667	19	0.2	0.25	13	116	85	1.36	0	1.3	3.85	0.071	37.2	0.235
6	추승우	한화	0.235	111	304	260	39	61	8	4	2	83	23	6	3	Outfielder	2010	29	0	6	62	3	0.319	0.322	0.641	14	0.217	0.208	14	84	56	1.5	0	0.47	3.69	0.085	29.9	0.225
7	전근표	한화	0.227	40	103	88	12	20	3	0	1	26	7	3	0	Outfielder	2010	12	0	0	26	2	0.295	0.32	0.615	4	0.273	0.286	4	24	18	1.33	0	0.46	4.07	0.068	8.6	0.218
8	김재우	한화	0.2	5	5	5	3	1	0	0	0	1	0	0	0	Outfielder	2010	0	0	0	2	0	0.2	0.2	0.4	0	0	0	0	2	0	-	0	0	4	0	0.1	0.14
9	이상훈	한화	0.167	34	71	60	6	10	0	0	0	10	2	2	0	Outfielder	2010	7	0	2	11	1	0.167	0.275	0.442	1	0.143	0.111	0	24	15	1.6	0	0.64	4.3	0	3.8	0.166
10	이양기	한화	0.136	27	57	44	4	6	1	0	1	10	3	1	0	Outfielder	2010	7	0	5	10	1	0.227	0.321	0.548	1	0.25	0.222	2	12	16	0.75	0	0.7	4.16	0.091	5	0.201
11	이영우	한화	0.095	12	21	21	0	2	0	0	0	2	0	0	0	Outfielder	2010	0	0	0	2	0	0.095	0.095	0.19	0	0	0.125	0	6	11	0.55	0	0	3.19	0	-1	0.067
12	김동영	한화	0	3	9	7	0	0	0	0	0	0	0	0	0	Outfielder	2010	2	0	0	1	1	0	0.222	0.222	0	0	0	0	5	1	5	0	2	4.67	0	-0.3	0.1
1	차일목	KIA	0.258	91	250	198	30	51	11	0	7	83	35	4	3	Catcher	2010	39	1	6	53	8	0.419	0.39	0.809	13	0.294	0.167	18	49	48	1.02	0	0.74	4.12	0.162	34.2	0.28
2	이성우	KIA	0.25	10	16	16	2	4	0	0	0	4	0	0	0	Catcher	2010	0	0	0	3	0	0.25	0.25	0.5	1	0	0	0	1	8	0.13	0	0	3.88	0	0.9	0.175
3	김상훈	KIA	0.243	107	354	300	25	73	11	0	4	96	39	14	2	Catcher	2010	34	0	4	43	11	0.32	0.326	0.646	17	0.255	0.4	15	107	79	1.35	0	0.79	3.86	0.077	31.6	0.227
1	장태성	KIA	1	3	1	1	0	1	0	0	0	1	1	0	0	Infielder	2010	0	0	0	0	0	1	1	2	0	1	0	0	0	0	-	0	-	2	0	0.5	0.7
2	김선빈	KIA	0.293	115	406	348	40	102	14	2	1	123	28	14	4	Infielder	2010	34	0	6	44	5	0.353	0.362	0.715	28	0.253	0.25	17	116	90	1.29	0	0.77	3.77	0.06	49.3	0.251
3	안치홍	KIA	0.291	133	537	461	79	134	21	3	8	185	50	16	4	Infielder	2010	49	1	7	96	12	0.401	0.365	0.766	35	0.244	0.5	32	131	104	1.26	0	0.51	3.85	0.111	68.8	0.265
4	최희섭	KIA	0.286	126	532	444	78	127	22	1	21	214	84	0	3	Infielder	2010	81	7	4	109	17	0.482	0.398	0.88	32	0.279	0	44	118	93	1.27	0	0.74	4.12	0.196	82.1	0.3
5	박기남	KIA	0.272	76	173	147	26	40	6	0	3	55	24	4	1	Infielder	2010	18	0	3	27	1	0.374	0.361	0.735	8	0.359	0.2	9	42	39	1.08	0	0.67	4.17	0.102	21.2	0.256
6	이현곤	KIA	0.262	108	304	260	27	68	13	1	2	89	28	17	5	Infielder	2010	21	0	1	38	6	0.342	0.314	0.656	15	0.224	0.286	16	71	88	0.81	0	0.55	3.67	0.081	28.8	0.227
7	이영수	KIA	0.247	42	88	73	9	18	6	0	2	30	13	1	0	Infielder	2010	10	0	4	11	4	0.411	0.368	0.779	2	0.381	0.235	8	20	24	0.83	0	0.91	3.98	0.164	10.5	0.268
8	김상현	KIA	0.215	79	330	288	44	62	5	1	21	132	53	0	1	Infielder	2010	33	1	8	85	10	0.458	0.312	0.77	13	0.188	0	27	75	67	1.12	0	0.39	4.06	0.243	42.1	0.255
9	홍세완	KIA	0.2	10	27	25	0	5	1	0	0	6	1	0	0	Infielder	2010	2	0	0	6	2	0.24	0.259	0.499	0	0.333	0.667	1	9	5	1.8	0	0.33	4.04	0.04	0.8	0.177
10	최용규	KIA	0.16	22	29	25	4	4	1	0	0	5	1	1	1	Infielder	2010	1	0	1	8	1	0.2	0.214	0.414	1	0	0	1	6	8	0.75	0	0.13	3.66	0.04	1	0.146
11	김형철	KIA	0.111	9	9	9	1	1	0	0	0	1	0	0	0	Infielder	2010	0	0	0	3	0	0.111	0.111	0.222	0	0.5	0	0	2	3	0.67	0	0	3.89	0	-0.2	0.078
11	홍재호	KIA	0.111	24	30	27	3	3	3	0	0	6	4	1	0	Infielder	2010	2	0	0	8	0	0.222	0.172	0.394	0	0.222	0	3	11	5	2.2	0	0.25	4	0.111	0.7	0.133
1	신종길	KIA	0.321	58	144	131	22	42	6	3	1	57	18	5	0	Outfielder	2010	4	0	4	25	1	0.435	0.36	0.795	13	0.361	0	10	37	27	1.37	0	0.16	3.9	0.115	21.5	0.271
2	이용규	KIA	0.307	129	555	472	74	145	19	1	3	175	51	7	3	Outfielder	2010	64	2	9	50	10	0.371	0.398	0.769	38	0.353	0	23	154	126	1.22	0	1.28	4.1	0.064	73.2	0.272
3	최훈락	KIA	0.275	19	47	40	4	11	0	0	2	17	6	1	1	Outfielder	2010	2	0	3	15	0	0.425	0.348	0.773	2	0.214	0.333	2	9	6	1.5	0	0.13	3.32	0.15	6.2	0.263
4	이종범	KIA	0.245	97	289	265	36	65	16	1	4	95	29	6	0	Outfielder	2010	15	0	3	33	5	0.358	0.293	0.651	20	0.26	0.25	21	90	77	1.17	0	0.45	3.59	0.113	26.3	0.221
5	김원섭	KIA	0.238	111	428	353	43	84	16	3	5	121	28	16	1	Outfielder	2010	56	0	2	63	5	0.343	0.345	0.688	22	0.194	0.222	24	116	91	1.27	0	0.89	4.21	0.105	46.8	0.241
6	채종범	KIA	0.234	29	85	77	6	18	3	0	3	30	13	0	1	Outfielder	2010	6	0	1	15	1	0.39	0.294	0.684	5	0.2	0	6	20	25	0.8	0	0.4	3.76	0.156	9.1	0.23
7	나지완	KIA	0.215	109	384	316	42	68	11	0	15	124	53	2	3	Outfielder	2010	45	1	18	82	9	0.392	0.343	0.735	11	0.258	0	26	86	83	1.04	0	0.55	4.21	0.177	46.6	0.252
8	이종환	KIA	0.172	47	93	87	8	15	5	1	2	28	13	0	0	Outfielder	2010	6	1	0	31	0	0.322	0.226	0.548	3	0.31	0.063	8	16	25	0.64	0	0.19	4.33	0.149	6.2	0.182
9	김다원	KIA	0.143	45	60	56	9	8	0	0	2	14	2	0	0	Outfielder	2010	2	0	2	19	2	0.25	0.2	0.45	0	0.1	0	2	20	9	2.22	0	0.11	3.73	0.107	2.2	0.153
10	윤효섭	KIA	0	1	2	2	0	0	0	0	0	0	0	0	0	Outfielder	2010	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	2	0	-0.2	0
10	임한용	KIA	0	2	2	2	0	0	0	0	0	0	0	0	0	Outfielder	2010	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	2.5	0	-0.2	0
1	조인성	LG	0.317	133	511	457	69	145	24	1	28	255	107	5	5	Catcher	2010	41	8	3	83	19	0.558	0.374	0.932	42	0.355	0	53	94	140	0.67	0	0.49	3.51	0.241	85.5	0.308
2	윤상균	LG	0.294	46	57	51	4	15	0	0	0	15	9	1	1	Catcher	2010	2	0	2	16	0	0.294	0.339	0.633	1	0.286	0.323	0	12	9	1.33	0	0.13	4.33	0	6.1	0.226
3	김태군	LG	0.255	50	57	51	2	13	1	0	0	14	6	3	0	Catcher	2010	2	0	1	9	1	0.275	0.296	0.571	2	0.353	0	1	18	11	1.64	0	0.22	3.51	0.02	4	0.202
4	서성종	LG	0	4	2	2	0	0	0	0	0	0	0	0	0	Catcher	2010	0	0	0	0	0	0	0	0	0	0	0	0	2	0	-	0	-	4.5	0	-0.2	0
1	정성훈	LG	0.263	111	418	365	52	96	20	1	4	130	38	6	2	Infielder	2010	41	1	4	58	14	0.356	0.342	0.698	24	0.255	0.143	25	127	86	1.48	0	0.71	3.99	0.093	43.3	0.243
